,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,chargeoff_within_12_mths,delinq_amnt,pub_rec_bankruptcies,tax_liens,hardship_flag,disbursement_method,debt_settlement_flag,label
534,20000,16850,15972.528003257596,60,13.61,388.68,3.0,18.0,3.0,1,42000.0,1,3.0,0.0,9.89,1.0,0.0,8.0,0.0,13541,32.3,22.0,0.0,0.0,8550.960000000001,7043.95,4891.18,3658.51,0.0,1.27,0.0,25.08,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
535,20000,13625,13274.512607107532,60,15.58,328.31,2.0,12.0,1.0,0,86004.0,1,3.0,0.0,17.54,0.0,1.0,12.0,0.0,18641,67.8,18.0,0.0,0.0,5425.74,4685.49,2486.03,2431.42,0.0,508.29,5.21,328.31,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
536,9600,9600,9600.0,36,10.74,313.12,4.0,23.0,1.0,1,32000.0,0,3.0,2.0,15.49,0.0,0.0,8.0,0.0,16703,75.5,22.0,0.0,0.0,10646.080000000002,10646.08,8977.35,1662.35,0.0,6.38,0.0,313.12,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
537,15000,11750,11666.794463140764,36,6.17,358.37,5.0,27.0,5.529092702169625,1,47952.0,1,5.0,9.0,0.13,0.0,1.0,7.0,0.0,5,0.0,25.0,0.0,0.0,12712.9424817454,12617.31,11750.0,962.94,0.0,0.0,0.0,5195.95,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
538,18000,16500,16475.0,60,15.23,394.53,3.0,15.0,11.0,0,93600.0,1,5.0,2.0,20.51,0.0,2.0,8.0,0.0,22192,66.2,19.0,0.0,0.0,22321.5645423982,22287.74,16500.0,5821.56,0.0,0.0,0.0,8553.99,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
539,9600,9600,9600.0,36,11.44,316.3,4.0,21.0,11.0,2,105900.0,2,5.0,2.0,6.82,0.0,0.0,18.0,0.0,13083,34.9,23.0,0.0,0.0,11130.9883525656,11130.99,9600.0,1530.99,0.0,0.0,0.0,4184.59,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
540,25000,15825,15051.088041015171,60,13.23,361.94,3.0,19.0,11.0,1,80000.0,0,5.0,0.0,20.11,0.0,0.0,11.0,0.0,33084,36.1,18.0,0.0,0.0,21715.8382745404,20270.4,15825.0,5890.84,0.0,0.0,0.0,361.37,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
541,28000,28000,28000.0,36,6.99,864.44,5.0,27.0,1.0,0,76000.0,0,5.0,0.0,13.34,0.0,0.0,19.0,0.0,10078,38.8,41.0,0.0,0.0,31092.288616222202,31092.29,28000.0,3092.29,0.0,0.0,0.0,864.07,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
542,19000,11475,11124.053497879711,60,8.88,237.54,4.0,24.0,5.0,0,72000.0,2,5.0,0.0,18.18,0.0,4.0,7.0,0.0,8366,29.5,17.0,0.0,0.0,13542.9320296902,13059.1,11475.0,2067.93,0.0,0.0,0.0,6435.37,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
543,15000,15000,15000.0,36,9.99,483.94,4.0,22.0,6.37403400309119,2,40000.0,2,5.0,0.0,20.94,0.0,0.0,5.0,0.0,23446,98.5,7.0,0.0,0.0,17413.410833288,17413.41,15000.0,2413.41,0.0,0.0,0.0,483.83,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
544,14400,9600,9215.62400058621,60,17.93,243.42,1.0,5.0,0.0,0,120000.0,2,5.0,7.0,21.6,0.0,0.0,15.0,0.0,25420,73.3,25.0,0.0,0.0,13489.0859210823,12654.72,9600.01,3889.08,0.0,0.0,0.0,5465.72,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
545,7000,7000,7000.0,36,11.49,230.8,4.0,20.0,9.0,1,33000.0,1,4.0,0.0,30.25,0.0,0.0,4.0,0.0,10555,100.5,8.0,1339.5,1339.5,6915.06,6915.06,5660.5,1254.56,0.0,0.0,0.0,230.8,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
546,15000,13575,13075.0,36,6.54,416.31,5.0,26.0,5.0,1,55000.0,0,5.0,0.0,5.52,0.0,2.0,7.0,0.0,4476,23.3,24.0,0.0,0.0,14987.3513209702,14435.33,13575.0,1412.35,0.0,0.0,0.0,439.34,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
547,4800,4800,4800.0,36,11.49,158.27,4.0,20.0,0.0,1,35000.0,1,5.0,13.0,12.14,0.0,0.0,10.0,0.0,5252,45.3,12.0,0.0,0.0,5374.3443318104,5374.34,4800.0,574.34,0.0,0.0,0.0,3161.62,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0,1
548,14000,2225,2225.0,36,6.91,68.62,5.0,25.0,11.0,0,52000.0,0,5.0,0.0,16.43,2.0,1.0,10.0,0.0,13216,38.2,28.0,0.0,0.0,2470.009781534699,2470.01,2225.0,245.01,0.0,0.0,0.0,70.16,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
549,3000,3000,3000.0,36,11.44,98.85,4.0,21.0,2.0,2,52000.0,0,5.0,0.0,7.55,0.0,1.0,17.0,0.0,2994,18.9,18.0,0.0,0.0,3008.5833333328997,3008.58,3000.0,8.58,0.0,0.0,0.0,3012.39,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
550,5000,5000,5000.0,36,11.67,165.29,4.0,21.0,11.0,0,41600.0,2,5.0,2.0,12.52,0.0,1.0,11.0,1.0,2327,42.3,44.0,0.0,0.0,5727.31,5727.31,5000.0,727.31,0.0,0.0,0.0,2758.57,0.0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1
551,13000,13000,13000.0,36,11.53,428.88,4.0,20.0,0.0,0,65000.0,0,3.0,0.0,12.43,0.0,0.0,11.0,0.0,9888,30.9,21.0,0.0,0.0,6861.75,6861.75,4530.45,1504.9,0.0,826.4,148.7520000032,428.88,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
552,21000,21000,21000.0,60,9.99,446.09,4.0,22.0,8.0,1,62000.0,2,4.0,2.0,32.37,1.0,0.0,11.0,0.0,39575,78.4,30.0,6265.6,6265.6,20062.39,20062.39,14734.4,5327.99,0.0,0.0,0.0,446.09,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
553,19200,19200,19200.0,60,14.07,447.45,3.0,17.0,6.37403400309119,2,12000.0,1,4.0,0.0,29.2,0.0,1.0,6.0,0.0,42831,30.4,12.0,17108.97,17108.97,4012.04,4012.04,2091.03,1921.01,0.0,0.0,0.0,447.45,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0,1
554,20000,12325,11985.612516669526,60,6.91,243.53,5.0,25.0,6.0,1,100000.0,1,5.0,3.0,5.05,0.0,1.0,10.0,0.0,16160,35.2,35.0,0.0,0.0,14611.5689702942,14166.66,12325.0,2286.57,0.0,0.0,0.0,243.29,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
555,6400,6400,6375.0,36,10.99,209.5,4.0,21.0,5.0,1,95000.0,2,5.0,2.0,13.34,0.0,0.0,10.0,0.0,15421,55.1,20.0,0.0,0.0,7537.9832282849,7508.54,6400.0,1137.98,0.0,0.0,0.0,209.39,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
556,9825,9825,9825.0,36,21.18,371.07,1.0,7.0,2.0,0,40000.0,2,3.0,0.0,19.65,0.0,2.0,11.0,0.0,1476,13.5,27.0,0.0,0.0,7525.72,7525.72,4145.36,2574.76,0.0,805.6,145.00799999999995,371.07,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
557,18200,11000,11000.0,60,11.49,241.87,4.0,21.0,1.0,1,85000.0,2,5.0,3.0,6.07,0.0,4.0,10.0,0.0,12333,11.2,41.0,0.0,0.0,14511.6800045699,14511.68,11000.0,3511.68,0.0,0.0,0.0,267.63,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
558,16000,12375,12179.301554666212,60,16.07,301.4,2.0,10.0,11.0,1,120000.0,0,3.0,2.0,14.59,0.0,0.0,18.0,1.0,40352,87.0,51.0,0.0,0.0,2109.8,1986.76,983.88,1115.49,0.0,10.43,3.78,301.4,0.0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
559,15600,8000,775.0,36,11.86,265.17,2.0,14.0,11.0,1,63000.0,0,4.5160811479465615,0.0,10.42,0.0,14.0,16.0,1.0,7406,58.8,28.0,0.0,0.0,6176.71,597.75,3074.52,1035.11,0.0,2067.08,372.0744,398.98,0.0,1,0,0.0,0.0,0.0,0.044673539518900345,0.0,0,0,1,0
560,18225,15150,15125.0,60,17.99,384.63,1.0,9.0,6.0,1,42000.0,1,3.0,0.0,19.37,0.0,1.0,15.0,1.0,15517,75.3,23.0,0.0,0.0,8354.32,8340.57,3623.81,4066.36,0.0,664.15,6.24,41.23,0.0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
561,18000,18000,18000.0,36,12.74,604.24,3.0,19.0,9.0,0,40000.0,0,4.0,0.0,11.04,1.0,1.0,5.0,0.0,13576,86.0,11.0,6774.32,6774.32,14476.28,14476.28,11225.68,3250.6,0.0,0.0,0.0,604.24,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
562,8000,8000,8000.0,36,11.39,263.39,4.0,22.0,3.0,0,42000.0,0,5.0,0.0,26.74,0.0,1.0,12.0,0.0,2567,6.1,20.0,0.0,0.0,9343.3422015149,9343.34,8000.0,1343.34,0.0,0.0,0.0,3023.03,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
563,4900,4900,4900.0,36,6.72,150.68,5.0,27.0,11.0,1,50000.0,0,4.0,13.0,11.72,1.0,1.0,13.0,0.0,6488,25.8,18.0,1947.12,1947.12,3155.65,3155.65,2952.88,202.77,0.0,0.0,0.0,150.68,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
564,5000,5000,5000.0,36,12.99,168.45,3.0,18.0,11.0,0,64000.0,0,5.0,0.0,27.66,1.0,1.0,21.0,0.0,20362,62.1,24.0,0.0,0.0,6063.877835565,6063.88,5000.0,1063.88,0.0,0.0,0.0,503.48,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
565,20000,14550,13066.083606152732,60,16.45,357.32,1.0,9.0,8.0,1,180000.0,2,4.5160811479465615,4.0,6.52,1.0,4.0,10.0,0.0,796,22.7,30.0,0.0,0.0,5038.219999999998,4110.48,2411.22,2581.96,35.660724676173,9.38,0.0,357.32,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
566,25000,15525,15275.0,60,11.86,344.25,4.0,20.0,11.0,1,75000.0,1,5.0,0.0,16.62,0.0,0.0,17.0,0.0,25934,45.7,51.0,0.0,0.0,20109.4729083063,19785.65,15525.0,4584.47,0.0,0.0,0.0,6034.77,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
567,4725,4725,4725.0,36,22.91,182.69,1.0,9.0,6.37403400309119,1,21168.0,1,1.0,0.0,31.92,0.0,2.0,10.0,1.0,6918,41.0,17.0,3490.94,3490.94,2186.27,2186.27,1234.06,952.21,0.0,0.0,0.0,182.69,0.0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1
568,9000,6200,6150.0,36,6.91,191.19,5.0,25.0,3.0,0,80000.0,0,5.0,0.0,7.47,0.0,0.0,6.0,0.0,1464,31.1,15.0,0.0,0.0,6882.7367099102,6827.23,6200.0,682.74,0.0,0.0,0.0,197.23,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
569,15000,15000,15000.0,60,13.56,345.62,3.0,19.0,0.0,1,35000.0,2,4.0,0.0,19.48,0.0,0.0,7.0,0.0,4178,29.4,12.0,14283.49,14283.49,1371.18,1371.18,716.51,654.67,0.0,0.0,0.0,345.62,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
570,8000,7750,7750.0,36,6.99,239.27,5.0,27.0,1.0,1,141000.0,2,5.0,6.0,7.95,0.0,2.0,11.0,0.0,43285,47.8,43.0,0.0,0.0,8613.4033312955,8613.4,7750.0,863.4,0.0,0.0,0.0,251.41,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
571,10000,10000,10000.0,36,13.99,341.73,3.0,17.0,11.0,0,160000.0,1,4.0,2.0,12.35,1.0,1.0,16.0,0.0,16539,63.9,23.0,2903.6,2903.6,9218.94,9218.94,7096.4,2122.54,0.0,0.0,0.0,341.73,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
572,16000,13050,12857.917368289023,60,15.95,317.01,1.0,9.0,11.0,1,88200.0,0,2.0,13.0,21.06,0.0,5.0,8.0,0.0,673,4.4,27.0,0.0,0.0,19020.0599796998,18655.71,13050.0,5970.06,0.0,0.0,0.0,316.47,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
573,2500,2500,2500.0,36,16.91,89.02,3.0,15.0,1.0,2,24000.0,2,4.0,13.0,1.25,0.0,0.0,2.0,0.0,75,5.0,4.0,2165.67,2165.67,529.42,529.42,334.33,195.09,0.0,0.0,0.0,89.02,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
574,6600,6600,6600.0,36,14.03,225.67,3.0,18.0,11.0,0,120000.0,2,4.0,13.0,6.43,1.0,0.0,5.0,0.0,3951,67.0,14.0,5362.19,5362.19,1795.07,1795.07,1237.81,557.26,0.0,0.0,0.0,225.67,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
575,4700,3375,175.0,36,10.96,110.43,4.0,20.0,2.0,0,45000.0,0,5.0,0.0,13.6,0.0,3.0,5.0,0.0,23280,92.0,17.0,0.0,0.0,3737.908664496,193.82,3375.0,362.91,0.0,0.0,0.0,2302.55,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
576,35000,22550,22550.0,60,14.27,527.87,3.0,18.0,11.0,1,120000.0,1,3.0,0.0,17.37,0.0,1.0,14.0,0.0,34083,61.1,48.0,0.0,0.0,22724.8,22724.8,14480.92,8232.35,0.0,11.53,2.0753999985,527.87,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
577,25000,25000,25000.0,60,13.58,576.28,3.0,18.0,3.0,1,46000.0,2,4.0,0.0,11.84,4.0,0.0,10.0,0.0,13754,49.5,19.0,21252.05,21252.05,6896.5,6896.5,3747.95,3148.55,0.0,0.0,0.0,576.28,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0,1
578,5000,5000,5000.0,36,11.44,164.74,4.0,21.0,11.0,1,46000.0,0,5.0,0.0,14.87,0.0,2.0,7.0,1.0,4628,60.9,29.0,0.0,0.0,5924.1685587421,5924.17,5000.0,924.17,0.0,0.0,0.0,164.63,0.0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1
579,20000,14000,13975.0,60,13.98,325.62,3.0,17.0,4.0,0,58595.0,1,5.0,13.0,4.67,0.0,0.0,8.0,0.0,7652,43.0,13.0,0.0,0.0,17293.0208666996,17262.14,14000.0,3293.02,0.0,0.0,0.0,1009.14,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
580,16000,11125,11125.0,60,6.17,215.96,5.0,27.0,8.0,1,59900.0,1,5.0,3.0,10.92,0.0,0.0,9.0,0.0,2377,10.4,23.0,0.0,0.0,11756.6315034597,11756.63,11125.0,631.63,0.0,0.0,0.0,9386.69,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
581,12000,12000,12000.0,60,14.08,279.72,3.0,17.0,11.0,1,145000.0,0,4.0,0.0,23.33,0.0,0.0,22.0,0.0,46862,63.6,33.0,9233.73,9233.73,5025.57,5025.57,2766.27,2259.3,0.0,0.0,0.0,279.72,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
582,25000,18325,18325.0,60,18.79,473.25,1.0,7.0,3.0,1,85000.0,1,5.0,4.0,12.56,0.0,1.0,15.0,0.0,19529,47.5,36.0,0.0,0.0,22059.316194935098,22059.32,18325.0,3734.32,0.0,0.0,0.0,15918.99,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
583,11600,8075,8050.0,36,6.91,249.01,5.0,25.0,1.0,1,70000.0,0,5.0,0.0,22.75,0.0,0.0,9.0,0.0,19975,69.8,26.0,0.0,0.0,8727.957386755901,8700.94,8075.0,652.96,0.0,0.0,0.0,4498.05,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
584,30000,23100,23075.0,60,12.99,525.48,3.0,19.0,8.0,1,80004.0,1,5.0,0.0,9.06,0.0,1.0,8.0,0.0,21747,58.0,21.0,0.0,0.0,31555.430043126704,31521.28,23100.0,8455.43,0.0,0.0,0.0,525.3,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
585,25000,15550,14382.266942629441,36,11.49,512.71,4.0,21.0,1.0,1,110000.0,1,5.0,2.0,18.48,0.0,0.0,7.0,0.0,94905,82.8,12.0,0.0,0.0,17826.3319725314,16271.6,15549.99,2276.34,0.0,0.0,0.0,8098.71,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
586,2400,1800,0.0,36,11.03,58.96,3.0,19.0,11.0,1,77712.0,0,4.5160811479465615,2.0,18.24,0.0,1.0,15.0,0.0,80490,55.2,36.0,0.0,0.0,2070.3,0.0,726.75,215.65,0.0,1127.9,202.8492,58.96,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
587,25000,15725,15725.0,60,13.49,361.75,3.0,18.0,3.0,1,130000.0,2,5.0,0.0,17.25,0.0,0.0,16.0,0.0,25335,25.7,48.0,0.0,0.0,15903.22,15903.22,15725.0,178.22,0.0,0.0,0.0,15903.55,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
588,11000,11000,11000.0,36,17.09,392.68,2.0,14.0,11.0,1,87000.0,1,5.0,0.0,17.2,1.0,5.0,21.0,1.0,14665,75.0,64.0,0.0,0.0,11743.401654192,11743.4,11000.0,743.4,0.0,0.0,0.0,10183.12,0.0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1
589,20000,14300,14300.0,60,15.99,347.68,2.0,13.0,5.0,0,80000.0,1,5.0,0.0,4.09,0.0,2.0,4.0,0.0,9210,56.9,6.0,0.0,0.0,20766.2199586195,20766.22,14300.0,6466.22,0.0,0.0,0.0,2339.18,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
590,15000,15000,15000.0,36,10.99,491.01,4.0,23.0,2.0,1,96000.0,2,5.0,0.0,7.74,0.0,0.0,8.0,0.0,9030,74.6,31.0,0.0,0.0,17676.3483473824,17676.35,15000.0,2676.35,0.0,0.0,0.0,490.99,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
591,12000,7525,7525.0,36,5.79,228.21,5.0,28.0,11.0,1,70000.0,2,5.0,3.0,8.55,0.0,0.0,7.0,0.0,15102,33.0,32.0,0.0,0.0,8215.6157751373,8215.62,7525.0,690.62,0.0,0.0,0.0,248.37,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
592,14000,14000,14000.0,60,19.92,370.3,2.0,12.0,1.0,0,55000.0,2,4.0,0.0,23.76,0.0,0.0,16.0,0.0,13658,83.3,20.0,13434.51,13434.51,1465.71,1465.71,565.49,900.22,0.0,0.0,0.0,370.3,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
593,28000,28000,27975.0,36,19.92,1039.44,2.0,12.0,6.37403400309119,1,58000.0,1,4.0,0.0,29.3,0.0,2.0,29.0,0.0,23984,25.4,51.0,25029.81,25007.47,5259.17,5254.47,2970.19,2288.98,0.0,0.0,0.0,1039.44,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
594,16000,11500,10225.0,60,17.19,286.99,1.0,7.0,11.0,1,118527.0,1,3.0,0.0,4.38,1.0,2.0,6.0,0.0,1944,28.2,35.0,0.0,0.0,588.980000000097,523.69,229.46,329.41,29.993887738153,0.12,0.0,588.98,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
595,12000,12000,12000.0,60,9.99,254.91,4.0,22.0,0.0,0,73000.0,1,4.0,2.0,14.99,1.0,0.0,9.0,0.0,11531,68.2,19.0,3803.52,3803.52,11185.2,11185.2,8196.48,2988.72,0.0,0.0,0.0,254.91,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
596,15000,15000,15000.0,36,8.67,474.7,4.0,24.0,0.0,1,75000.0,0,5.0,0.0,15.31,0.0,0.0,10.0,0.0,11807,62.1,28.0,0.0,0.0,16962.878588343,16962.88,15000.0,1962.88,0.0,0.0,0.0,4160.43,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
597,25000,16300,13200.9061684629,60,13.23,372.8,3.0,19.0,11.0,1,120000.0,1,5.0,0.0,15.73,0.0,1.0,12.0,0.0,32771,47.0,33.0,0.0,0.0,22260.9899922503,16975.16,16300.0,5960.99,0.0,0.0,0.0,2885.59,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
598,8000,5500,5475.0,36,6.91,169.6,5.0,25.0,5.0,0,25000.0,0,5.0,0.0,15.55,0.0,1.0,9.0,0.0,5050,56.5,15.0,0.0,0.0,6105.7078842637,6077.95,5500.0,605.71,0.0,0.0,0.0,175.79,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
599,13500,11450,11450.0,60,13.49,263.41,3.0,18.0,11.0,2,50004.0,2,5.0,3.0,17.23,0.0,1.0,10.0,0.0,12493,41.5,21.0,0.0,0.0,15804.068874786399,15804.07,11450.0,4354.07,0.0,0.0,0.0,262.87,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
600,16000,16000,16000.0,60,16.01,389.18,3.0,15.0,11.0,0,44200.0,1,4.0,0.0,28.05,0.0,0.0,12.0,0.0,21491,71.4,21.0,13932.92,13932.92,4266.75,4266.75,2067.08,2199.67,0.0,0.0,0.0,389.18,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
601,7200,7200,7200.0,36,13.35,243.82,3.0,18.0,0.0,0,60000.0,0,5.0,0.0,14.06,1.0,0.0,13.0,0.0,5673,23.8,22.0,0.0,0.0,8688.57,8688.57,7200.0,1488.57,0.0,0.0,0.0,2105.43,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
602,9600,9600,9600.0,36,14.08,328.48,3.0,17.0,11.0,0,70000.0,1,4.0,0.0,25.01,0.0,0.0,18.0,1.0,3390,18.9,30.0,6587.98,6587.98,4262.73,4262.73,3012.02,1250.71,0.0,0.0,0.0,328.48,0.0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1
603,21250,16300,16121.942877315934,60,16.49,400.65,2.0,12.0,2.0,1,64500.0,1,5.0,0.0,23.27,0.0,2.0,15.0,0.0,32368,48.2,31.0,0.0,0.0,21242.9640653757,20890.97,16300.0,4942.96,0.0,0.0,0.0,11252.46,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
604,30000,30000,30000.0,60,17.57,754.81,2.0,11.0,2.0,0,155000.0,2,5.0,2.0,22.23,0.0,2.0,16.0,0.0,23759,75.9,55.0,0.0,0.0,43825.0593626708,43825.06,30000.0,13825.06,0.0,0.0,0.0,12749.6,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
605,18000,11650,10595.410484072509,60,10.99,253.25,4.0,21.0,11.0,1,45000.0,2,5.0,0.0,19.31,0.0,0.0,10.0,0.0,20379,69.3,37.0,0.0,0.0,15071.3298659698,13360.7,11650.0,3421.33,0.0,0.0,0.0,2680.79,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
606,35000,21775,21650.0,60,20.25,579.94,0.0,4.0,0.0,1,123000.0,2,5.0,2.0,23.22,0.0,2.0,16.0,0.0,15919,55.7,48.0,0.0,0.0,30963.569682638907,30785.82,21775.0,9188.57,0.0,0.0,0.0,14160.19,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
607,13000,11250,11123.117818099092,36,6.91,346.91,5.0,25.0,2.0,0,62000.0,1,5.0,1.0,15.41,0.0,0.0,17.0,0.0,7770,28.5,24.0,0.0,0.0,12446.92349070119,12306.28,11250.0,1179.57,17.349999939452,0.0,0.0,302.47,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
608,16800,6350,5106.36,36,9.76,204.19,4.0,23.0,4.0,1,65000.0,0,5.0,3.0,13.79,0.0,4.0,12.0,0.0,14102,35.4,28.0,0.0,0.0,7350.4954685967,5874.66,6349.99,1000.5,0.0,0.0,0.0,214.36,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
609,10000,10000,10000.0,36,8.46,315.5,5.0,25.0,11.0,0,72000.0,2,4.0,0.0,35.5,0.0,2.0,23.0,0.0,4565,3.9,42.0,9009.59,9009.59,1252.6,1252.6,990.41,262.19,0.0,0.0,0.0,315.5,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
610,20000,16300,15775.0,36,6.17,497.14,5.0,27.0,11.0,1,97000.0,1,5.0,0.0,12.27,0.0,1.0,13.0,0.0,29813,54.7,35.0,0.0,0.0,17897.8676511056,17321.4,16300.0,1597.87,0.0,0.0,0.0,514.6,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
611,35000,22975,22975.0,36,15.99,807.62,2.0,13.0,0.0,1,98000.0,1,5.0,0.0,10.51,0.0,1.0,6.0,0.0,24678,79.0,22.0,0.0,0.0,28021.6202086295,28021.62,22975.0,5046.62,0.0,0.0,0.0,11097.69,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
612,14000,12700,12413.591805884837,36,10.75,414.28,4.0,23.0,3.0,0,72150.0,0,5.0,0.0,20.81,0.0,0.0,22.0,0.0,32711,49.7,44.0,0.0,0.0,14914.8048310119,14569.27,12700.0,2214.81,0.0,0.0,0.0,457.3,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
613,24125,24125,24125.0,36,16.99,860.01,2.0,12.0,11.0,1,85000.0,1,5.0,2.0,12.17,1.0,1.0,9.0,1.0,11425,75.0,20.0,0.0,0.0,31056.0201533037,31056.02,24125.0,6931.02,0.0,0.0,0.0,859.64,0.0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1
614,15000,15000,15000.0,36,7.89,469.29,5.0,25.0,11.0,1,90000.0,0,5.0,0.0,6.32,0.0,0.0,7.0,0.0,12096,38.6,15.0,0.0,0.0,16887.644561519,16887.64,15000.0,1887.64,0.0,0.0,0.0,469.07,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
615,10375,10375,10375.0,36,15.8,363.74,3.0,17.0,5.0,0,30566.0,0,5.0,0.0,21.16,0.0,0.0,4.0,0.0,10604,88.4,9.0,0.0,0.0,12710.3500070049,12710.35,10375.0,2335.35,0.0,0.0,0.0,4712.03,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
