id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,31000,22550,22374.649685863053, 60 months,13.99,524.59,C,C3,innotrac,3 years,MORTGAGE,43200.0,Source Verified,Sep-2011,Charged Off,n,,,small_business,Small Business Loan,410xx,KY,13.78,0.0,Oct-1994,1.0,,,5.0,0.0,23522,70.0,14.0,f,0.0,0.0,13639.340000000002,13313.7,7887.55,5739.57,0.0,12.22,0.0,Nov-2013,524.59,,Feb-2019,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,21775,20775.0, 60 months,12.99,495.34,C,C1,US Army,10+ years,MORTGAGE,125000.0,Verified,Sep-2011,Fully Paid,n,,"Fund a Combat Veteran. I promise if given the opportunity I am a safe investment. I have a valid DOD Secret Security clearance: I am dependable and honest. I have not been late on any payment in over 15 years, my credit score reflects t that.  I am retired from the US Army with 20 years of service; and have deployed to Iraq three times. For the last 6 years I have been working as an Army Civilian (Government Service GS-12) in the federal system.  The purpose of this Debt Consolidation loan is to lump my four credit cards into one payment. This loan would make life easier by having one payment, and would save me $700.00 a month. I am prepared to answer any questions or concerns you may have. Thanks for your consideration and time.",debt_consolidation,Fund a Combat Veteran,216xx,MD,16.75,0.0,May-1987,3.0,,,15.0,0.0,18747,41.8,40.0,f,0.0,0.0,23146.6752135079,22083.68,21775.0,1371.68,0.0,0.0,0.0,Apr-2012,24.01,,Feb-2019,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,21200,20975,20950.0, 60 months,13.99,487.95,C,C3,LifeStar Response of NJ,6 years,MORTGAGE,78424.06,Verified,Sep-2011,Charged Off,n,,"  Borrower added on 09/06/11 > If I could combine all my debt into one payment a month, I would very grateful. I just went through the worst 9 months of my life for the 2nd time in my life and now I would like to get myself out of debt and move on with my life so any help I could get with the funding for this loan would be greatly appreciated.<br/>null",debt_consolidation,Pay off Credit Cards,070xx,NJ,9.44,0.0,Jan-1998,1.0,,,21.0,0.0,17678,26.2,37.0,f,0.0,0.0,3415.65,3411.58,1760.27,1646.84,0.0,8.54,0.0,Apr-2012,487.95,,Feb-2019,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12200,8750,8500.0, 60 months,10.99,190.21,B,B3,Graphic Productions ,6 years,RENT,64000.0,Source Verified,Sep-2011,Charged Off,n,,,debt_consolidation,Debt Consolidation Loan,070xx,NJ,8.04,0.0,Nov-1997,0.0,,,7.0,0.0,6560,86.2,19.0,f,0.0,0.0,3986.79,3872.41,2256.13,1340.58,0.0,390.08,3.53,Apr-2013,190.21,,Oct-2016,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,22375,22125.0, 60 months,16.89,554.76,D,D4,"The Ginn Group, Inc",6 years,MORTGAGE,114000.0,Verified,Sep-2011,Fully Paid,n,,,credit_card,Credit Card Relief,310xx,GA,17.93,0.0,Dec-1997,0.0,,,10.0,0.0,25431,87.7,47.0,f,0.0,0.0,33285.0250348762,32913.13,22375.0,10910.03,0.0,0.0,0.0,Sep-2016,554.18,,Feb-2019,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,22975,22975.0, 60 months,11.99,510.96,B,B5,US Military,10+ years,MORTGAGE,93600.0,Verified,Sep-2011,Fully Paid,n,,,small_business,Dance for a Purpose,781xx,TX,13.26,0.0,Nov-1996,2.0,,,11.0,0.0,20029,39.3,32.0,f,0.0,0.0,30656.791130448903,30656.79,22975.0,7681.79,0.0,0.0,0.0,Sep-2016,510.15,,Feb-2019,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,12575,12575.0, 60 months,15.99,305.74,D,D2,reed lallier,1 year,MORTGAGE,80000.0,Source Verified,Sep-2011,Fully Paid,n,,  Borrower added on 09/01/11 > We are trying to pay off some credit card bills and an auto loan so that we can use the extra money to put back into our house.  Because of the market we r not able to pull a line of equilty out. We are very good with paying all of our bills on time. It would be a great honor if anyone would help us out. Thank you.<br/> Borrower added on 09/08/11 > We are struggling to make ends meet we pay out as much as we bring in so it is very hard to get ahead.  I work for a very reliable company to where me not working is not an option.<br/>null Borrower added on 09/13/11 > We have a total of 9 credit cards with the interest rate being between 20% and 25% also the auto loan being at 25% that is why we are interested in getting this loan to pay off the higher interest rates and to get our credit score back up thanks it's alot easier to pay 1 bill than 10.<br/>,debt_consolidation,Debt Consolidation,283xx,NC,10.74,0.0,Jan-2004,0.0,46.0,101.0,8.0,2.0,5986,51.2,12.0,f,0.0,0.0,18343.750019613002,18343.75,12575.0,5768.75,0.0,0.0,0.0,Oct-2016,305.09,,Feb-2019,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,19000,13000,13000.0, 60 months,17.49,326.52,D,D5,Johnson Matthey,6 years,RENT,55000.0,Source Verified,Sep-2011,Fully Paid,n,,  Borrower added on 09/01/11 > I have 7k left on an existing lending club loan I want to roll into my remaining single credit card and have one reasonable payment.  Credit card limit will be lowered immediately and seldom used to retain longest active account.<br/> Borrower added on 09/08/11 > Single Credit Card balance of around 11k at 10.99% and the lending club balance of around 7k at 11% as well.  That will all be condensed into this new loan<br/>null,debt_consolidation,Lending club/credit card refi,193xx,PA,18.44,0.0,Mar-1998,2.0,,,3.0,0.0,11673,83.4,29.0,f,0.0,0.0,14455.5880747805,14455.59,13000.0,1455.59,0.0,0.0,0.0,May-2012,11999.68,,Jun-2012,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,13950,13950.0, 60 months,13.99,324.52,C,C3,Regal Bank & Trust,6 years,RENT,48000.0,Source Verified,Sep-2011,Fully Paid,n,,"  Borrower added on 09/02/11 > *I plan to utilize the funds to assist with credit card and personal debt repayment.<br/>*I am an excellent borrower, as all debt is paid in full and on time. I understand the importance of establishing and maintaining a good credit record.<br/>*My job is stable, as I am employable, and have been employed by a financial institution since December 2005.<br/>*Thank you, in advance, for your considerations.<br/>",credit_card,Debt Consolidation,212xx,MD,19.5,0.0,Apr-1998,2.0,,,6.0,0.0,12197,96.8,14.0,f,0.0,0.0,19467.5700143525,19467.57,13950.0,5517.57,0.0,0.0,0.0,Aug-2016,645.41,,Aug-2016,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,15500,15500.0, 60 months,16.49,380.98,D,D3,Michael's Toyota of Bellevue,3 years,RENT,54000.0,Verified,Sep-2011,Charged Off,n,,,other,Other,980xx,WA,19.09,0.0,Sep-1996,0.0,,,9.0,0.0,13332,78.4,15.0,f,0.0,0.0,3428.82,3428.82,1592.35,1825.04,0.0,11.43,0.0,Jun-2012,380.98,,Feb-2019,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,11500,10125,9875.0, 60 months,10.99,220.1,B,B3,pinnacle rehab,5 years,MORTGAGE,106000.0,Source Verified,Sep-2011,Fully Paid,n,,,wedding,Wedding,922xx,CA,19.56,0.0,Sep-2003,0.0,,,18.0,0.0,13823,31.3,28.0,f,0.0,0.0,11746.374853253501,11456.34,10125.0,1621.37,0.0,0.0,0.0,May-2013,7575.29,,May-2013,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,13475,13475.0, 60 months,10.59,290.24,B,B2,Signature Bank,1 year,RENT,39150.0,Verified,Sep-2011,Fully Paid,n,,"  Borrower added on 09/11/11 > This loan will be used to payoff my debt. I'm a good borrower because I make my monthly payments on time, and I pay above the required amount whenever I have the extra funds. I work for a 10 year old bank that seems to be doing very well. My main job is loan servicing, but I am being cross trained in other areas. My monthly budget is enough to cover this loan payment and my other expenses.<br/>",debt_consolidation,Freedom,113xx,NY,29.12,0.0,May-1990,0.0,61.0,,18.0,0.0,7281,13.0,33.0,f,0.0,0.0,16114.5137910755,16114.51,13475.0,2639.51,0.0,0.0,0.0,Dec-2013,8590.57,,Jan-2018,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,30000,19150,19125.0, 60 months,13.49,440.54,C,C2,British Embassy,6 years,RENT,46000.0,Verified,Sep-2011,Fully Paid,n,,"  Borrower added on 09/08/11 > Debt Consolidation Loan - I plan to use this loan to pay off all my credit cards to, basically,  create a 5 year plan to pay off this debt. I pay more than the minimun balance every month on my credit cards ($695/month total) but as there are 5 different accounts, it's difficult to make any significant progress. I have recently paid off my car and now I want to turn my attention to my credit cards. I have been employed in the same government position for 6 years and I feel that paying off these debts will enable me to prepare for the future. The loan payments would actually be slightly less than what I am currently paying and would enable me to make steady progress.<br/>",debt_consolidation,Debt Consolidation,200xx,DC,20.03,0.0,Jan-1999,0.0,53.0,,12.0,0.0,23273,65.9,21.0,f,0.0,0.0,24629.392413656802,24597.24,19150.0,5479.39,0.0,0.0,0.0,May-2014,10989.72,,Oct-2018,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,28000,17800,17550.0, 60 months,11.99,395.87,B,B5,Riverside County Regional Medical Center,3 years,MORTGAGE,133000.0,Verified,Sep-2011,Fully Paid,n,,"  Borrower added on 08/31/11 > I need this loan to do concrete and landscaping work in my newer home which will definitely appreciate the value of the property. I have extensive and excellent 20+ years of credit history. I have never ever been late on any account. I am a medical professional and am working for 11 years in this profession. I am a county employee.<br/> Borrower added on 08/31/11 > The funds will be used to install concrete, landscape and a patio cover in our home which was purchased less than 2 years ago in a short sale. Currently the backyard is all dirt. We are very responsible with our money and our credit history speaks volumes about it. We have steady work history with County and State. The only reason, we are looking for a high rate unsecured loan is that we have about 10-15% equity in our house which makes it a little difficult to get an equity loan.<br/>null",home_improvement,Home Improvement Loan,925xx,CA,5.95,0.0,Oct-1999,0.0,,,10.0,0.0,23316,42.9,27.0,f,0.0,0.0,21300.2594969227,21001.1,17800.0,3500.26,0.0,0.0,0.0,Aug-2013,12605.6,,Aug-2013,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,32400,26500,26475.0, 60 months,22.85,744.77,G,G3,Northrop Grumman,3 years,OWN,63000.0,Verified,Sep-2011,Charged Off,n,,  Borrower added on 08/31/11 > The purpose of this loan is to pay off any and all outstanding loans/credit cards. This will allow me to make one payment and get my financial house in order.<br/> Borrower added on 09/12/11 > I just wanted to thank everyone who has invested in my loan. I would also like to thank those of you who have at least considered investing. I'm rapidly approaching the 14 day mark and still just a little behind my mark. Thank you all again.<br/>,debt_consolidation,Debt Consolidation,206xx,MD,14.11,0.0,Apr-2002,0.0,,98.0,7.0,1.0,6576,96.7,19.0,f,0.0,0.0,10293.76,10284.07,2903.16,6031.69,0.0,1358.91,12.92,Nov-2012,759.18,,Oct-2016,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,19600,15150,15150.0, 60 months,16.49,372.38,D,D3,CHASE BANK,1 year,RENT,50400.0,Source Verified,Sep-2011,Fully Paid,n,,"  Borrower added on 08/31/11 > With the Money I will be paying off 3 differnt credit card companies, Citi Bank, HSBC Bank, and Discover card thank you for your help!<br/> Borrower added on 09/01/11 > Please keep the funding coming, I work at a big Bank who does not give Personal Loans, I have a great Job and the Payments will automaticly come out of my checking account each month! This Loan will be paid back in Full you have my word! Thanks You!<br/>null",credit_card,CREDIT CARD PAY OFF,067xx,CT,16.5,1.0,Dec-2001,0.0,23.0,,12.0,0.0,16029,76.3,25.0,f,0.0,0.0,20367.5797783692,20367.58,15150.0,5217.58,0.0,0.0,0.0,Jul-2014,1094.75,,Feb-2019,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,27875,27600.0, 60 months,16.49,685.15,D,D3,Baxter Healthcare,10+ years,MORTGAGE,106000.0,Verified,Sep-2011,Fully Paid,n,,  Borrower added on 08/31/11 > To Consolidate credit cards<br/>,credit_card,Consolidation,600xx,IL,18.77,0.0,Jan-1997,0.0,,,16.0,0.0,55577,54.5,30.0,f,0.0,0.0,40968.120056293395,40563.95,27875.0,13093.12,0.0,0.0,0.0,Mar-2016,4655.17,,Jun-2018,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,17975,17950.0, 60 months,11.99,399.76,B,B5,DOD,10+ years,MORTGAGE,55800.0,Verified,Sep-2011,Fully Paid,n,,  Borrower added on 09/01/11 > I'm going to be paying off my credit cards that got ran up because of helping out my daughter and my grandkids when they were in a bind also my own charges as well.<br/>I work for the Dept of Defense (Air Force)so my Job is real secure. This will get me back on a fixed budget plan.<br/>null,credit_card,CC Payoff,325xx,FL,18.9,0.0,Dec-1985,2.0,,,9.0,0.0,20878,45.0,39.0,f,0.0,0.0,23690.550029143,23657.6,17975.0,5715.55,0.0,0.0,0.0,Sep-2015,4933.24,,Feb-2019,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,23675,23625.0, 60 months,10.99,514.64,B,B3,Flow Control Technology Co.,2 years,MORTGAGE,90000.0,Verified,Sep-2011,Fully Paid,n,,  Borrower added on 09/01/11 > Personal Loan<br/>null Borrower added on 09/03/11 > Buying an established coin laundry business that is very profitable.<br/>,small_business,Small Business,336xx,FL,0.87,0.0,Feb-1991,0.0,,,8.0,0.0,2411,3.3,22.0,f,0.0,0.0,26629.295871829,26573.06,23675.0,2954.3,0.0,0.0,0.0,Dec-2012,19433.24,,Dec-2012,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,21750,15800,15775.0, 60 months,18.79,408.04,E,E3,Wells Fargo,2 years,MORTGAGE,47000.0,Verified,Sep-2011,Fully Paid,n,,"  Borrower added on 08/31/11 > Presently embarking on the construction of a Business-class Social Network website potentially larger than other Social Networking sites.  This website will cater to a Global audience of entrepreneurs, business professionals and individuals of all professions, industries and backgrounds.  If successful, the revenue generated from this website will be exponential. Currently employed in the banking industry for 2 years and have been self-employed for 2.5 yrs.  Planning to maintain full-time job in the interim while the website is being built and starts to generate substantial revenue.  Any and all contributions are greatly appreciated.<br/>null",small_business,Small Business,782xx,TX,17.0,0.0,Aug-1999,0.0,,,4.0,0.0,19736,96.3,12.0,f,0.0,0.0,22101.6208484558,22066.65,15800.0,6301.62,0.0,0.0,0.0,Apr-2014,9876.89,,Apr-2014,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,23375,23325.0, 60 months,12.99,531.74,C,C1,Commvault Software,4 years,MORTGAGE,155000.0,Verified,Sep-2011,Fully Paid,n,,  Borrower added on 08/30/11 > This is a debt consolidation<br/>null,debt_consolidation,Debt consolidation,300xx,GA,18.84,0.0,Aug-1993,0.0,,,22.0,0.0,47812,48.8,44.0,f,0.0,0.0,30487.129965149303,30421.92,23375.0,7112.13,0.0,0.0,0.0,Apr-2015,555.04,,Apr-2015,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,17000,10825,10575.0, 60 months,11.49,238.02,B,B4,Geotechnical Testing Services,10+ years,RENT,48000.0,Not Verified,Sep-2011,Fully Paid,n,,"  Borrower added on 09/06/11 > I have worked at the same job for the past 12 years.<br/><br/>I am planning to use the loan to consolidate and pay off the last of my credit card debt. By consolidating, I will be able to make one payment instead of 3. I am currently paying $800/month on the 3 cards, and will be continuing to pay at least this much until the loan is paid. If possible, I would like to be paid by December 2012, that is going to be tight, but I am going to try.<br/> Borrower added on 09/06/11 > I have worked at the same job for the past 12 years.<br/><br/>I am planning to use the loan to consolidate and pay off the last of my credit card debt. By consolidating, I will be able to make one payment instead of 3. I am currently paying $800/month on the 3 cards, and will be continuing to pay at least this much until the loan is paid. If possible, I would like to be paid by December 2012, that is going to be tight, but I am going to try.<br/>null",debt_consolidation,Debt Consolidation,847xx,UT,26.18,0.0,Oct-1993,0.0,,,5.0,0.0,17794,86.4,20.0,f,0.0,0.0,10928.8,10676.4,10825.0,103.8,0.0,0.0,0.0,Oct-2011,10929.99,,Oct-2016,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,30000,19325,19050.0, 60 months,11.49,424.92,B,B4,AnchorBank,2 years,MORTGAGE,159996.0,Verified,Sep-2011,Charged Off,n,,"  Borrower added on 09/03/11 > I plan to use the money to payoff 4 credit cards in full (HSBC, Chase Marriott Rewards, Amex and Kohls)<br/>",debt_consolidation,Debt Consolidation Loan,530xx,WI,18.59,0.0,Sep-1990,0.0,,,13.0,0.0,96203,27.5,40.0,f,0.0,0.0,12846.61,12663.64,5528.24,3394.08,0.0,3924.29,631.7621999982,Jul-2013,35.7,,Oct-2016,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,26400,17250,9706.05198453682, 60 months,10.59,371.54,B,B2,GM Financial,4 years,MORTGAGE,125000.0,Verified,Sep-2011,Fully Paid,n,,,debt_consolidation,Debt Consolidation,750xx,TX,15.24,0.0,Sep-1993,0.0,,,10.0,0.0,9965,38.5,42.0,f,0.0,0.0,22211.050015381297,12762.28,17250.0,4961.05,0.0,0.0,0.0,Feb-2016,2890.97,,Oct-2018,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,29600,19225,19225.0, 60 months,13.49,442.27,C,C2,,,OWN,56948.0,Source Verified,Sep-2011,Fully Paid,n,,,small_business,Debt Consolidation,272xx,NC,15.47,0.0,Aug-1995,1.0,,,8.0,0.0,28717,51.1,14.0,f,0.0,0.0,20683.6245726978,20683.62,19225.0,1458.62,0.0,0.0,0.0,Apr-2012,18032.81,,Nov-2016,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,12050,12046.260281754016, 60 months,12.99,274.12,C,C1,Vigilucci's Cucina Italiana Restaurant,< 1 year,RENT,48000.0,Source Verified,Sep-2011,Fully Paid,n,,  Borrower added on 08/19/11 > I have a great job working where my coworkers have stayed at this same business for at least ten years. I live one mile from work. I plan to live where I am for longer than 5 years. I am also getting another job so I can have extra money to add to my savings.  I would like to pay off my credit cards with this loan so I can have a lower interest rate. I am a good borrower because I have a steady income and have fantastic credit. I always pay my bills on time and always have since I was seventeen.  There are also seven other locations that I could work at with the same company.<br/>,credit_card,Credit Card Payoff,920xx,CA,16.63,0.0,Sep-1999,0.0,,,10.0,0.0,10590,84.7,14.0,f,0.0,0.0,16446.6100057191,16439.89,12050.0,4396.61,0.0,0.0,0.0,Sep-2016,273.53,,Jun-2018,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,22350,16325,16300.0, 60 months,10.59,351.62,B,B2,,,MORTGAGE,55000.0,Source Verified,Sep-2011,Fully Paid,n,,  Borrower added on 08/30/11 > I am a borrower with excellent credit history. My goal is to reduce credit card debt and to eventually eliminate debt completely.<br/>null,debt_consolidation,Debt Consolidation,211xx,MD,15.36,0.0,Mar-1981,0.0,,,12.0,0.0,64518,49.6,29.0,f,0.0,0.0,21081.660014273002,21049.38,16325.0,4756.66,0.0,0.0,0.0,Sep-2016,351.33,,Feb-2019,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18000,13475,13225.0, 60 months,10.59,290.24,B,B2,TeleSage,5 years,RENT,68000.0,Source Verified,Sep-2011,Fully Paid,n,,  Borrower added on 09/01/11 > I pay all of my bills in full the day they are received. I plan to use the loan to make purchases to start a small business. I have several times the loan amount saved but would rather use my savings for other investments.<br/> Borrower added on 09/02/11 > My monthly budget including rent is about $2000. I have no credit card debt. My only debt is a car loan which will be done in early 2013. It is about $290 per month.<br/> Borrower added on 09/05/11 > My debt to income ratio is 27%. My debt to asset ratio is 5%. If you need any additional financial details please contact me.<br/>,major_purchase,Personal Loan,275xx,NC,6.19,0.0,Jul-1995,0.0,,,5.0,0.0,3397,8.2,17.0,f,0.0,0.0,15014.2752281554,14735.72,13475.0,1539.28,0.0,0.0,0.0,Apr-2013,1024.09,,Apr-2013,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
