id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,12000,12000,11950.0, 36 months,10.99,392.81,B,B2,Legal Secretary,10+ years,OWN,57000.0,Source Verified,Oct-2013,Fully Paid,n,,,credit_card,payoffcards,112xx,NY,25.96,0.0,Oct-1993,0.0,56.0,,24.0,0.0,36822,55.1,31.0,f,0.0,0.0,14141.0658369103,14082.14,12000.0,2141.07,0.0,0.0,0.0,Nov-2016,392.71,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,36822.0,,,,,,,,,,,,66800.0,,,,2.0,1534.0,7256.0,58.3,0.0,0.0,240.0,220.0,22.0,22.0,0.0,48.0,,22.0,56.0,0.0,6.0,22.0,7.0,9.0,2.0,24.0,29.0,22.0,24.0,0.0,0.0,0.0,0.0,96.8,71.4,0.0,0.0,66800.0,36822.0,17400.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,40000,40000,40000.0, 36 months,7.56,1245.36,A,A3,Vice President,10+ years,MORTGAGE,165000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,440xx,OH,18.89,0.0,Sep-1993,1.0,,,9.0,0.0,201265,47.2,25.0,w,38007.02,38007.02,2473.92,2473.92,1992.98,480.94,0.0,0.0,0.0,Feb-2019,1245.36,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,217784.0,1.0,1.0,0.0,0.0,31.0,16519.0,55.0,1.0,2.0,19471.0,49.0,297300.0,1.0,0.0,1.0,2.0,24198.0,49374.0,43.4,0.0,0.0,156.0,303.0,3.0,3.0,1.0,19.0,,4.0,,0.0,3.0,5.0,6.0,13.0,5.0,8.0,19.0,5.0,9.0,0.0,0.0,0.0,1.0,100.0,16.7,0.0,0.0,327318.0,217784.0,87300.0,30018.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000.0, 36 months,12.29,166.77,C,C1,Technician,3 years,MORTGAGE,73928.0,Not Verified,Apr-2015,Fully Paid,n,,,medical,Medical expenses,851xx,AZ,20.38,0.0,Apr-2001,2.0,28.0,,20.0,0.0,16837,36.2,48.0,w,0.0,0.0,5018.79,5018.79,5000.0,18.79,0.0,0.0,0.0,Apr-2015,5022.2,,May-2018,0.0,,1,Individual,,,,0.0,0.0,250406.0,,,,,,,,,,,,46500.0,,,,5.0,12520.0,2546.0,68.2,0.0,0.0,119.0,167.0,11.0,1.0,2.0,122.0,,0.0,28.0,0.0,1.0,4.0,2.0,5.0,31.0,9.0,15.0,4.0,20.0,0.0,0.0,0.0,3.0,97.9,50.0,0.0,0.0,287325.0,65171.0,8000.0,55590.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,2000,2000,2000.0, 36 months,18.75,73.06,D,D3,,5 years,RENT,45000.0,Source Verified,Aug-2012,Fully Paid,n,,  Borrower added on 07/23/12 > personal<br>,other,personal,117xx,NY,3.89,0.0,Jun-2009,1.0,25.0,,6.0,0.0,1394,44.2,7.0,f,0.0,0.0,2608.9899999998997,2608.99,2000.0,608.99,0.0,0.0,0.0,Feb-2015,392.49,,Jan-2018,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,4.0,,216.0,83.4,0.0,0.0,,,,,0.0,10.0,,6.0,25.0,,,,2.0,,,,,,6.0,,,,,,100.0,0.0,0.0,,1394.0,1300.0,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,31475,31475,31475.0, 36 months,10.42,1021.83,B,B3,Office Administrator,10+ years,MORTGAGE,93000.0,Verified,Jun-2017,Current,n,,,debt_consolidation,Debt consolidation,956xx,CA,18.21,0.0,Mar-1985,0.0,,,16.0,0.0,41033,32.9,32.0,w,12654.46,12654.46,22900.16,22900.16,18820.54,4079.62,0.0,0.0,0.0,Feb-2019,1021.83,Mar-2019,Feb-2019,0.0,,1,Joint App,117000.0,32.02,Verified,0.0,0.0,384228.0,1.0,1.0,0.0,0.0,52.0,6656.0,,3.0,6.0,17090.0,33.0,124600.0,0.0,0.0,0.0,6.0,24014.0,57330.0,41.2,0.0,0.0,171.0,387.0,4.0,4.0,3.0,9.0,,19.0,,0.0,7.0,9.0,8.0,14.0,4.0,14.0,25.0,9.0,16.0,0.0,0.0,0.0,3.0,100.0,12.5,0.0,0.0,572785.0,47689.0,97500.0,75185.0,47349.0,Mar-1985,0.0,3.0,14.0,44.0,3.0,17.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6600,6600,6600.0, 36 months,11.06,216.27,B,B3,General Manager Sales & Marketing,3 years,MORTGAGE,178000.0,Not Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,761xx,TX,16.67,0.0,Jan-2003,0.0,32.0,,17.0,0.0,34510,75.5,28.0,w,5969.59,5969.59,856.97,856.97,630.41,226.56,0.0,0.0,0.0,Feb-2019,216.27,Mar-2019,Feb-2019,0.0,32.0,1,Individual,,,,0.0,0.0,320204.0,2.0,8.0,1.0,2.0,4.0,96933.0,73.0,0.0,0.0,9651.0,71.0,45700.0,2.0,0.0,3.0,3.0,18836.0,6501.0,82.3,0.0,0.0,132.0,182.0,47.0,3.0,4.0,54.0,,0.0,,4.0,4.0,5.0,5.0,6.0,13.0,6.0,9.0,5.0,17.0,0.0,0.0,0.0,2.0,85.7,60.0,0.0,0.0,384444.0,137608.0,36700.0,132647.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000.0, 36 months,11.98,498.08,B,B5,Cafeteria Manager,10+ years,MORTGAGE,68500.0,Source Verified,Apr-2018,Current,n,,,home_improvement,Home improvement,802xx,CO,26.73,0.0,Mar-2000,0.0,70.0,,18.0,0.0,42697,55.2,31.0,w,11355.97,11355.97,4970.82,4970.82,3644.03,1326.79,0.0,0.0,0.0,Feb-2019,498.08,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,322103.0,3.0,2.0,0.0,1.0,16.0,21017.0,62.0,2.0,4.0,12102.0,57.0,77300.0,0.0,2.0,1.0,6.0,17895.0,14669.0,72.6,0.0,0.0,143.0,217.0,6.0,6.0,5.0,6.0,,8.0,,0.0,8.0,11.0,9.0,10.0,8.0,15.0,18.0,11.0,18.0,0.0,0.0,0.0,3.0,93.5,55.6,0.0,0.0,371278.0,63714.0,53500.0,33978.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000.0, 36 months,7.35,155.19,A,A4,,,RENT,56800.0,Not Verified,Jul-2017,Charged Off,n,,,debt_consolidation,Debt consolidation,551xx,MN,23.33,0.0,May-2006,1.0,,,9.0,0.0,2747,30.5,15.0,f,0.0,0.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,Aug-2017,500.0,,Sep-2017,0.0,,1,Individual,,,,0.0,0.0,19301.0,1.0,3.0,1.0,3.0,3.0,16554.0,66.0,1.0,1.0,536.0,57.0,9000.0,1.0,4.0,1.0,4.0,2145.0,2046.0,26.9,0.0,0.0,59.0,134.0,11.0,3.0,0.0,62.0,,3.0,,0.0,4.0,6.0,4.0,6.0,7.0,6.0,8.0,6.0,9.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,34000.0,19301.0,2800.0,25000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000.0, 36 months,11.99,332.1,B,B5,MRI TECHNOLOGIST,10+ years,MORTGAGE,65000.0,Source Verified,Dec-2017,Current,n,,,debt_consolidation,Debt consolidation,610xx,IL,17.19,3.0,Jun-2003,0.0,13.0,,16.0,0.0,2687,9.0,44.0,f,6529.64,6529.64,4666.06,4666.06,3470.36,1195.7,0.0,0.0,0.0,Feb-2019,332.1,Mar-2019,Feb-2019,0.0,13.0,1,Individual,,,,0.0,0.0,182037.0,0.0,5.0,0.0,0.0,40.0,47151.0,80.0,0.0,3.0,2687.0,56.0,29900.0,0.0,1.0,0.0,3.0,12136.0,12013.0,18.3,0.0,0.0,126.0,174.0,19.0,19.0,1.0,19.0,13.0,19.0,13.0,3.0,1.0,1.0,4.0,10.0,24.0,10.0,19.0,1.0,16.0,0.0,0.0,3.0,0.0,95.2,0.0,0.0,0.0,236038.0,49838.0,14700.0,58855.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,14000,14000,14000.0, 36 months,15.05,485.66,C,C4,lead sharpener,8 years,RENT,16224.0,Verified,Nov-2017,Current,n,,,credit_card,Credit card refinancing,685xx,NE,13.17,0.0,Mar-2008,0.0,,,2.0,0.0,7510,92.7,8.0,f,8453.39,8453.39,7747.91,7747.91,5546.61,2201.3,0.0,0.0,0.0,Feb-2019,485.66,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,7510.0,0.0,0.0,1.0,1.0,11.0,0.0,,0.0,1.0,6630.0,93.0,8100.0,0.0,5.0,0.0,2.0,3755.0,590.0,92.7,0.0,0.0,116.0,27.0,20.0,11.0,0.0,20.0,,,,0.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,8100.0,7510.0,8100.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,11200,11200,11200.0, 36 months,7.24,347.06,A,A3,doorman,10+ years,RENT,56000.0,Source Verified,Mar-2017,Fully Paid,n,,,debt_consolidation,Debt consolidation,104xx,NY,11.55,0.0,Apr-1999,0.0,,,17.0,0.0,11971,48.1,21.0,w,0.0,0.0,11836.5048842046,11836.5,11200.0,636.5,0.0,0.0,0.0,Jan-2018,8721.97,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,11971.0,1.0,0.0,0.0,1.0,20.0,0.0,,3.0,4.0,2634.0,48.0,24900.0,0.0,0.0,1.0,5.0,704.0,9294.0,54.7,0.0,0.0,20.0,215.0,1.0,1.0,0.0,1.0,,7.0,,0.0,12.0,13.0,15.0,15.0,1.0,17.0,20.0,13.0,17.0,0.0,0.0,0.0,3.0,100.0,33.3,0.0,0.0,24900.0,11971.0,20500.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,16000,16000.0, 60 months,10.42,343.27,B,B3,Stylest,10+ years,OWN,80000.0,Not Verified,Feb-2018,Current,n,,,credit_card,Credit card refinancing,109xx,NY,27.32,0.0,Jan-2003,0.0,,,16.0,0.0,11980,17.6,33.0,w,13427.4,13427.4,4096.08,4096.08,2572.6,1523.48,0.0,0.0,0.0,Feb-2019,343.27,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,56673.0,1.0,2.0,2.0,2.0,7.0,44693.0,78.0,4.0,5.0,3411.0,45.0,68100.0,1.0,0.0,2.0,7.0,3778.0,43606.0,17.3,0.0,0.0,130.0,181.0,3.0,3.0,0.0,3.0,,8.0,,0.0,3.0,4.0,6.0,9.0,13.0,13.0,20.0,4.0,16.0,0.0,0.0,0.0,6.0,100.0,0.0,0.0,0.0,125219.0,56673.0,52700.0,57119.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,22000,22000,22000.0, 60 months,10.42,472.0,B,B3,data entry,4 years,MORTGAGE,28000.0,Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,371xx,TN,42.41,0.0,Mar-2006,0.0,45.0,,5.0,0.0,5076,48.3,11.0,w,18771.62,18771.62,5166.53,5166.53,3228.38,1938.15,0.0,0.0,0.0,Feb-2019,472.0,Mar-2019,Feb-2019,0.0,,1,Joint App,93000.0,14.34,Verified,0.0,0.0,285729.0,0.0,2.0,0.0,0.0,27.0,27152.0,59.0,0.0,0.0,1064.0,57.0,10500.0,1.0,5.0,0.0,1.0,57146.0,3936.0,21.3,0.0,0.0,143.0,50.0,29.0,18.0,1.0,29.0,,14.0,45.0,0.0,1.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,90.9,0.0,0.0,0.0,318616.0,32228.0,5000.0,46116.0,10958.0,Jul-2007,0.0,4.0,7.0,60.0,1.0,7.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000.0, 36 months,22.45,192.12,E,E5,Stenographer,10+ years,RENT,50000.0,Source Verified,Apr-2014,Fully Paid,n,,,other,Other,913xx,CA,17.55,0.0,Mar-1997,1.0,,,13.0,0.0,29958,66.2,29.0,w,0.0,0.0,6916.2298823419,6916.23,5000.0,1916.23,0.0,0.0,0.0,Apr-2017,192.03,,Apr-2017,0.0,,1,Individual,,,,0.0,0.0,29958.0,,,,,,,,,,,,45222.0,,,,3.0,2497.0,5426.0,82.7,0.0,0.0,205.0,183.0,13.0,13.0,0.0,13.0,,2.0,,0.0,7.0,9.0,8.0,12.0,3.0,13.0,25.0,9.0,13.0,0.0,0.0,0.0,0.0,100.0,85.7,0.0,0.0,45222.0,29958.0,31400.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000.0, 36 months,24.84,198.38,E,E3,Porter,10+ years,RENT,55000.0,Not Verified,May-2018,Charged Off,n,,,house,Home buying,112xx,NY,18.98,0.0,Dec-2006,1.0,,,4.0,0.0,193,1.9,7.0,f,0.0,0.0,581.34,581.34,290.57,290.77,0.0,0.0,0.0,Aug-2018,198.38,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,35236.0,2.0,0.0,1.0,1.0,8.0,35043.0,,3.0,5.0,129.0,2.0,9900.0,1.0,0.0,13.0,6.0,8809.0,9707.0,1.9,0.0,0.0,8.0,137.0,2.0,2.0,0.0,2.0,,2.0,,0.0,2.0,2.0,3.0,6.0,1.0,3.0,6.0,2.0,4.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,44900.0,35236.0,9900.0,35000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,3600,3600,3600.0, 36 months,13.99,123.03,C,C4,Resident Physician,< 1 year,RENT,46000.0,Not Verified,Jun-2015,Fully Paid,n,,,moving,Moving and relocation,904xx,CA,13.09,0.0,Jun-2008,0.0,,,17.0,0.0,12623,79.9,21.0,f,0.0,0.0,4423.3575009141,4423.36,3600.0,823.36,0.0,0.0,0.0,Jun-2018,122.91,,Jan-2019,0.0,,1,Individual,,,,0.0,0.0,266847.0,,,,,,,,,,,,15800.0,,,,9.0,15697.0,1916.0,84.3,0.0,0.0,61.0,84.0,23.0,7.0,0.0,30.0,,8.0,,0.0,4.0,5.0,5.0,6.0,13.0,6.0,8.0,5.0,17.0,0.0,0.0,0.0,3.0,100.0,60.0,0.0,0.0,244183.0,266847.0,12200.0,228383.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000.0, 60 months,12.73,452.31,B,B5,Phlebotomist ,1 year,RENT,52400.0,Source Verified,Aug-2018,Current,n,,,credit_card,Credit card refinancing,028xx,RI,16.47,0.0,Nov-1993,1.0,,118.0,13.0,1.0,16903,46.7,18.0,f,18520.38,18520.38,2699.72,2699.72,1479.62,1220.1,0.0,0.0,0.0,Feb-2019,452.31,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,26093.0,1.0,1.0,0.0,1.0,18.0,9190.0,75.0,2.0,5.0,4681.0,54.0,36200.0,2.0,0.0,1.0,6.0,2007.0,9634.0,61.8,0.0,0.0,174.0,297.0,3.0,3.0,0.0,3.0,,3.0,,0.0,5.0,6.0,6.0,7.0,2.0,12.0,16.0,6.0,13.0,0.0,0.0,0.0,2.0,100.0,66.7,1.0,0.0,48526.0,26093.0,25200.0,12326.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,12000,12000,12000.0, 60 months,19.99,317.86,E,E3,Lead Inspecter,9 years,MORTGAGE,49000.0,Not Verified,Feb-2015,Fully Paid,n,,,debt_consolidation,Debt consolidation,238xx,VA,19.4,0.0,Aug-2000,2.0,,,11.0,0.0,4000,97.6,18.0,f,0.0,0.0,18282.930602921202,18282.93,12000.0,6282.93,0.0,0.0,0.0,Jul-2018,5511.31,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,272354.0,,,,,,,,,,,,4100.0,,,,4.0,24759.0,100.0,97.6,0.0,0.0,173.0,58.0,13.0,4.0,1.0,13.0,,1.0,,0.0,2.0,2.0,2.0,4.0,13.0,2.0,4.0,2.0,11.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,292020.0,36515.0,4100.0,46920.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000.0, 36 months,10.49,389.98,B,B2,driver sales,10+ years,MORTGAGE,98000.0,Source Verified,Apr-2017,Current,n,,,debt_consolidation,Debt consolidation,189xx,PA,10.36,0.0,Oct-2006,0.0,,,10.0,0.0,24270,53.1,14.0,f,5117.58,5117.58,8565.57,8565.57,6882.42,1683.15,0.0,0.0,0.0,Feb-2019,389.98,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,32826.0,2.0,1.0,1.0,1.0,5.0,8556.0,71.0,1.0,2.0,10095.0,57.0,45700.0,0.0,0.0,1.0,3.0,3283.0,20746.0,52.5,0.0,0.0,99.0,126.0,6.0,5.0,0.0,24.0,,8.0,,0.0,5.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,10.0,0.0,0.0,0.0,2.0,100.0,33.3,0.0,0.0,57711.0,32826.0,43700.0,12011.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,36000,36000,36000.0, 36 months,7.35,1117.35,A,A4,Director,5 years,MORTGAGE,111000.0,Source Verified,Aug-2017,Current,n,,,debt_consolidation,Debt consolidation,105xx,NY,19.95,0.0,Dec-1989,0.0,,,22.0,0.0,33012,26.9,32.0,w,0.0,0.0,39082.9,39082.9,36000.0,3082.9,0.0,0.0,0.0,Feb-2019,20117.35,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,158547.0,2.0,6.0,1.0,6.0,8.0,56418.0,72.0,4.0,5.0,14986.0,45.0,122700.0,0.0,0.0,1.0,11.0,7207.0,76824.0,29.7,0.0,0.0,207.0,332.0,2.0,2.0,1.0,2.0,,10.0,,0.0,5.0,7.0,12.0,13.0,12.0,15.0,18.0,7.0,22.0,0.0,0.0,0.0,5.0,100.0,8.3,0.0,0.0,283272.0,89430.0,109300.0,78072.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,26000,26000,26000.0, 36 months,7.21,805.31,A,A3,Technology Operations Manager,3 years,RENT,132000.0,Not Verified,Sep-2018,Current,n,,,debt_consolidation,Debt consolidation,972xx,OR,8.79,0.0,Jan-2001,0.0,,,3.0,0.0,23866,94.0,11.0,w,22715.3,22715.3,4016.14,4016.14,3284.7,731.44,0.0,0.0,0.0,Feb-2019,805.31,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,28906.0,0.0,1.0,0.0,1.0,22.0,5040.0,39.0,0.0,1.0,17859.0,75.0,25400.0,0.0,0.0,0.0,2.0,9635.0,1534.0,94.0,0.0,0.0,22.0,212.0,14.0,14.0,4.0,14.0,,,,0.0,2.0,2.0,2.0,3.0,1.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,38360.0,28906.0,25400.0,12960.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,20000,20000,20000.0, 60 months,20.39,534.23,D,D4,Desktop technician II,< 1 year,RENT,53040.0,Not Verified,Feb-2018,Current,n,,,credit_card,Credit card refinancing,895xx,NV,21.43,0.0,Aug-2011,2.0,,,15.0,0.0,7400,56.1,15.0,w,17436.4,17436.4,6388.1,6388.1,2563.6,3824.5,0.0,0.0,0.0,Feb-2019,534.23,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,54305.0,2.0,5.0,0.0,1.0,18.0,46905.0,97.0,3.0,6.0,2240.0,89.0,13200.0,3.0,0.0,4.0,7.0,3620.0,4746.0,57.6,0.0,0.0,78.0,33.0,2.0,2.0,0.0,2.0,,4.0,,0.0,7.0,8.0,9.0,9.0,5.0,10.0,10.0,8.0,15.0,0.0,0.0,0.0,3.0,100.0,33.3,0.0,0.0,61364.0,54305.0,11200.0,48164.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7750,7750,7750.0, 36 months,7.97,242.75,A,A5,,,OWN,34193.0,Verified,Jan-2018,Current,n,,,car,Car financing,760xx,TX,21.62,0.0,Jun-2001,0.0,72.0,,4.0,0.0,234,46.8,8.0,w,5162.03,5162.03,3128.9,3128.9,2587.97,540.93,0.0,0.0,0.0,Feb-2019,242.75,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,17983.0,0.0,2.0,1.0,1.0,7.0,17749.0,68.0,0.0,1.0,234.0,67.0,500.0,0.0,1.0,0.0,2.0,4496.0,266.0,46.8,0.0,0.0,199.0,157.0,24.0,7.0,0.0,24.0,,,,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,75.0,0.0,0.0,0.0,26665.0,17983.0,500.0,26165.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000.0, 60 months,15.61,482.23,C,C3,IT Site Manager,1 year,MORTGAGE,58240.0,Source Verified,Oct-2013,Fully Paid,n,,,debt_consolidation,Personal Loan,946xx,CA,16.72,0.0,Feb-2002,0.0,,,6.0,0.0,5019,71.7,10.0,f,0.0,0.0,21516.9109850203,21516.91,20000.0,1516.91,0.0,0.0,0.0,Apr-2014,19107.45,,Jan-2018,0.0,,1,Individual,,,,0.0,0.0,138995.0,,,,,,,,,,,,7000.0,,,,1.0,23166.0,1981.0,71.7,0.0,0.0,108.0,142.0,2.0,2.0,1.0,2.0,,13.0,,0.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,6.0,0.0,0.0,0.0,1.0,100.0,66.7,0.0,0.0,170770.0,13253.0,7000.0,30725.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,9000,9000,9000.0, 36 months,11.99,298.89,B,B3,driver,3 years,MORTGAGE,70000.0,Source Verified,May-2014,Fully Paid,n,,,debt_consolidation,Debt consolidation,953xx,CA,21.09,0.0,Nov-2005,1.0,,,13.0,0.0,6412,56.2,17.0,f,0.0,0.0,10624.610009485501,10624.61,9000.0,1624.61,0.0,0.0,0.0,Jul-2016,3152.36,,Jul-2016,0.0,,1,Individual,,,,0.0,0.0,223559.0,,,,,,,,,,,,11400.0,,,,7.0,17197.0,1610.0,48.1,0.0,0.0,96.0,101.0,15.0,8.0,1.0,15.0,,2.0,,0.0,5.0,10.0,5.0,5.0,5.0,10.0,11.0,10.0,13.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,249134.0,36632.0,3100.0,43857.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18000,18000,18000.0, 36 months,7.84,562.73,A,A4,EMBROIDERY,10+ years,RENT,62400.0,Source Verified,Aug-2018,Current,n,,,credit_card,Credit card refinancing,020xx,MA,32.65,0.0,Jan-2002,0.0,,,8.0,0.0,18414,41.7,21.0,w,15285.22,15285.22,3368.54,3368.54,2714.78,653.76,0.0,0.0,0.0,Feb-2019,562.73,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,59813.0,0.0,2.0,0.0,4.0,14.0,41399.0,77.0,1.0,1.0,9237.0,61.0,44200.0,3.0,1.0,1.0,5.0,7477.0,16086.0,53.4,0.0,0.0,62.0,199.0,9.0,9.0,0.0,37.0,,9.0,,0.0,3.0,3.0,4.0,10.0,8.0,6.0,13.0,3.0,8.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,97686.0,59813.0,34500.0,53486.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000.0, 36 months,12.99,336.9,B,B4,Lvn,6 years,MORTGAGE,70000.0,Verified,Oct-2013,Fully Paid,n,,  Borrower added on 10/10/13 > Adding addition with bathroom. Have one bathroom. Upgrade on value.<br>,home_improvement,addition,917xx,CA,24.61,0.0,Dec-1998,2.0,60.0,,14.0,0.0,34993,64.8,31.0,f,0.0,0.0,12128.0219326021,12128.02,10000.0,2128.02,0.0,0.0,0.0,Nov-2016,336.52,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,276341.0,,,,,,,,,,,,54000.0,,,,5.0,19739.0,3540.0,77.7,0.0,0.0,161.0,180.0,12.0,1.0,5.0,25.0,60.0,1.0,60.0,0.0,4.0,9.0,4.0,12.0,7.0,10.0,19.0,9.0,14.0,0.0,0.0,0.0,3.0,93.0,50.0,0.0,0.0,339837.0,50022.0,15900.0,18188.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
